track_id,filename,sweep_idx,sweep_angle,count_scaling,n_roost_pixels,n_overthresh_pixels,n_animals
1,KTLX20220126_133204_V06,0,0.483,1.200,16137,69,2236.438
1,KTLX20220126_133204_V06,2,1.494,1.200,16141,0,2.088
1,KTLX20220126_133204_V06,4,2.505,1.200,8081,0,75.976
1,KTLX20220126_133204_V06,5,3.516,1.200,8093,0,1737.746
1,KTLX20220126_133204_V06,6,4.482,1.200,8101,0,3433.508
1,KTLX20220127_130152_V06,0,0.483,1.200,376,0,140.064
1,KTLX20220127_130152_V06,2,1.494,1.200,376,0,0.008
1,KTLX20220127_130152_V06,4,2.505,1.200,187,0,0.008
1,KTLX20220127_130152_V06,5,3.516,1.200,186,0,0.008
1,KTLX20220127_130152_V06,6,4.482,1.200,188,0,0.008
2,KTLX20220127_133046_V06,0,0.483,1.200,28820,94,1815.814
2,KTLX20220127_133046_V06,2,1.494,1.200,28829,0,3.339
2,KTLX20220127_133046_V06,4,2.505,1.200,14424,0,0.597
2,KTLX20220127_133046_V06,5,3.516,1.200,14436,0,0.508
2,KTLX20220127_133046_V06,6,4.482,1.200,14459,0,0.419
1,KTLX20220128_131939_V06,0,0.483,1.200,3113,22,1703.400
1,KTLX20220128_131939_V06,2,1.494,1.200,3120,0,0.901
1,KTLX20220128_131939_V06,4,2.505,1.200,1558,0,0.071
1,KTLX20220128_131939_V06,5,3.516,1.200,1558,0,0.060
1,KTLX20220128_131939_V06,6,4.482,1.200,1561,0,0.063
1,KTLX20220128_132916_V06,0,0.483,1.200,23544,76,2344.320
1,KTLX20220128_132916_V06,2,1.494,1.200,23551,0,3.294
1,KTLX20220128_132916_V06,4,2.505,1.200,11786,0,2.426
1,KTLX20220128_132916_V06,5,3.516,1.200,11797,0,0.587
1,KTLX20220128_132916_V06,6,4.482,1.200,11819,0,0.343
1,KTLX20220129_130805_V06,0,0.483,1.200,271,27,5766.367
1,KTLX20220129_130805_V06,2,1.494,1.200,269,0,107.335
1,KTLX20220129_130805_V06,4,2.505,1.200,137,0,3.592
1,KTLX20220129_131743_V06,0,0.483,1.200,1740,106,7278.697
1,KTLX20220129_131743_V06,2,1.494,1.200,1741,0,139.936
1,KTLX20220129_131743_V06,4,2.505,1.200,874,0,15.060
5,KTLX20220129_132720_V06,0,0.483,1.200,29991,220,13628.849
5,KTLX20220129_132720_V06,2,1.494,1.200,29996,0,8.116
5,KTLX20220129_132720_V06,4,2.505,1.200,15017,0,1.244
5,KTLX20220129_132720_V06,5,3.516,1.200,15026,0,1.392
5,KTLX20220129_132720_V06,6,4.482,1.200,15051,0,1.431
5,KTLX20220129_133659_V06,0,0.483,1.200,72045,253,17032.015
5,KTLX20220129_133659_V06,2,1.494,1.200,72066,0,22.936
5,KTLX20220129_133659_V06,4,2.505,1.200,36072,0,5.566
5,KTLX20220129_133659_V06,5,3.516,1.200,36109,0,4.609
5,KTLX20220129_133659_V06,6,4.482,1.200,36150,0,4.240
6,KTLX20220129_132720_V06,0,0.483,1.200,1066,73,13772.398
6,KTLX20220129_132720_V06,2,1.494,1.200,1066,0,11.865
6,KTLX20220129_132720_V06,4,2.505,1.200,533,0,3.479
6,KTLX20220129_132720_V06,5,3.516,1.200,534,0,2.212
6,KTLX20220129_133659_V06,0,0.483,1.200,3970,3,8817.104
6,KTLX20220129_133659_V06,2,1.494,1.200,3977,0,54.860
6,KTLX20220129_133659_V06,4,2.505,1.200,1994,0,16.616
6,KTLX20220129_133659_V06,5,3.516,1.200,1998,0,8.332
3,KTLX20220129_130805_V06,0,0.483,1.200,87,0,269.343
3,KTLX20220129_130805_V06,2,1.494,1.200,87,0,0.010
3,KTLX20220129_130805_V06,4,2.505,1.200,43,0,0.010
1,KTLX20220130_131432_V06,0,0.483,1.200,4681,205,2438.362
1,KTLX20220130_131432_V06,2,1.494,1.200,4680,0,8.497
1,KTLX20220130_131432_V06,4,2.505,1.200,2337,0,0.683
1,KTLX20220130_131432_V06,5,3.516,1.200,2337,0,0.146
1,KTLX20220130_131432_V06,6,4.482,1.200,2340,0,0.147
1,KTLX20220130_132409_V06,0,0.483,1.200,19890,185,4663.037
1,KTLX20220130_132409_V06,2,1.494,1.200,19897,0,7.947
1,KTLX20220130_132409_V06,4,2.505,1.200,9959,0,0.665
1,KTLX20220130_132409_V06,5,3.516,1.200,9969,0,0.852
1,KTLX20220130_132409_V06,6,4.482,1.200,9981,0,0.601
1,KTLX20220130_133346_V06,0,0.483,1.200,30377,93,3224.714
1,KTLX20220130_133346_V06,2,1.494,1.200,30384,0,9.409
1,KTLX20220130_133346_V06,4,2.505,1.200,15204,0,0.871
1,KTLX20220130_133346_V06,5,3.516,1.200,15216,0,0.740
1,KTLX20220130_133346_V06,6,4.482,1.200,15240,0,0.764
3,KTLX20220131_131003_V06,0,0.483,1.200,1893,166,1764.334
3,KTLX20220131_131003_V06,2,1.494,1.200,1891,0,9.550
3,KTLX20220131_131003_V06,4,2.505,1.200,947,0,0.071
3,KTLX20220131_131003_V06,5,3.516,1.200,947,0,0.037
