track_id,filename,from_sunrise,det_score,x,y,r,lon,lat,radius,geo_dist,local_time
1,KDAX20200820_133438_V06,8.594,0.056,133.682,38.216,17.012,-122.646,39.676,8506.014,155074.721,20200820_063438
1,KDAX20200820_133742_V06,11.661,0.068,134.196,38.659,21.052,-122.643,39.674,10525.987,154750.162,20200820_063742
2,KDAX20200820_145057_V06,84.911,0.060,278.462,382.040,16.706,-121.799,38.132,8352.968,42409.988,20200820_075057
1,KDAX20200821_140926_V06,42.505,0.077,280.329,381.051,13.996,-121.789,38.136,6997.963,41701.840,20200821_070926
2,KDAX20200821_141836_V06,51.672,0.087,282.490,381.447,17.302,-121.777,38.134,8651.033,41653.880,20200821_071836
2,KDAX20200821_142139_V06,54.722,-1.000,282.490,381.447,22.152,-121.777,38.134,11075.783,41653.880,20200821_072139
2,KDAX20200821_142443_V06,57.789,0.116,278.527,380.072,15.004,-121.799,38.140,7502.174,41450.702,20200821_072443
4,KDAX20200821_144609_V06,79.222,0.078,279.433,381.125,13.867,-121.794,38.136,6933.523,41845.700,20200821_074609
4,KDAX20200821_144912_V06,82.272,-1.000,279.433,381.125,18.717,-121.794,38.136,9358.273,41845.700,20200821_074912
4,KDAX20200821_145215_V06,85.322,0.150,279.557,383.283,11.927,-121.793,38.126,5963.675,42877.593,20200821_075215
8,KDAX20200822_143507_V06,67.301,0.165,279.787,381.977,14.362,-121.792,38.132,7180.807,42215.901,20200822_073507
8,KDAX20200822_143810_V06,70.351,0.081,279.585,382.024,18.496,-121.793,38.132,9247.835,42263.251,20200822_073810
1,KDAX20200822_130031_V06,-27.299,0.057,279.303,384.014,13.831,-121.795,38.123,6915.743,43262.955,20200822_060031
2,KDAX20200822_132457_V06,-2.866,0.052,278.396,381.932,14.119,-121.800,38.132,7059.639,42366.285,20200822_062457
9,KDAX20200822_144720_V06,79.518,0.064,278.755,383.849,12.880,-121.798,38.123,6439.783,43249.076,20200822_074720
3,KDAX20200824_140031_V06,30.930,0.161,284.486,504.550,35.341,-121.764,37.580,17670.675,102568.854,20200824_070031
4,KDAX20200824_140031_V06,30.930,0.079,402.152,200.766,25.322,-121.088,38.947,12660.995,71208.065,20200824_070031
5,KDAX20200824_141246_V06,43.180,0.067,403.398,176.201,29.770,-121.079,39.057,14885.086,80649.330,20200824_071246
4,KDAX20200825_140431_V06,34.046,0.057,288.741,523.706,16.977,-121.740,37.493,8488.425,111994.795,20200825_070431
4,KDAX20200825_141127_V06,40.980,0.241,290.207,522.971,23.951,-121.732,37.497,11975.419,111592.974,20200825_071127
4,KDAX20200825_141824_V06,47.930,0.231,296.643,521.004,25.183,-121.696,37.506,12591.603,110514.996,20200825_071824
2,KDAX20200825_130900_V06,-21.470,0.080,349.190,405.083,15.123,-121.397,38.027,7561.516,58013.071,20200825_060900
3,KDAX20200825_132950_V06,-0.637,0.067,295.103,516.775,14.362,-121.704,37.525,7180.923,108415.229,20200825_062950
2,KDAX20200826_142954_V06,58.548,0.345,280.046,382.336,12.552,-121.790,38.130,6276.182,42359.535,20200826_072954
2,KDAX20200826_143930_V06,68.148,0.144,278.662,383.151,20.573,-121.798,38.126,10286.373,42922.679,20200826_073930
1,KDAX20200826_134154_V06,10.548,0.153,344.206,394.258,8.206,-121.425,38.076,4103.195,52054.610,20200826_064154
4,KDAX20200827_142522_V06,53.134,0.178,278.588,380.538,11.672,-121.799,38.138,5835.852,41668.019,20200827_072522
4,KDAX20200827_143459_V06,62.751,0.095,279.715,385.024,22.460,-121.792,38.118,11230.020,43705.187,20200827_073459
1,KDAX20200827_130836_V06,-23.633,0.386,290.787,517.385,10.737,-121.729,37.522,5368.358,108790.190,20200827_060836
3,KDAX20200827_141546_V06,43.534,0.135,280.418,382.801,14.510,-121.788,38.128,7254.751,42542.533,20200827_071546
1,KDAX20200828_133516_V06,2.155,0.246,208.682,82.572,6.268,-122.207,39.479,3133.797,117912.855,20200828_063516
2,KDAX20200828_133516_V06,2.155,0.083,140.103,418.248,23.401,-122.586,37.965,11700.307,99435.291,20200828_063516
4,KDAX20200828_141339_V06,40.538,0.090,207.366,123.179,8.787,-122.214,39.296,4393.637,99808.116,20200828_071339
