filename,local_time
KDAX20200124_145508_V06,20200124_065508
KDAX20200124_150426_V06,20200124_070426
KDAX20200124_150905_V06,20200124_070905
KDAX20200124_151552_V06,20200124_071552
KDAX20200124_152030_V06,20200124_072030
KDAX20200124_152509_V06,20200124_072509
KDAX20200124_152948_V06,20200124_072948
KDAX20200124_153427_V06,20200124_073427
KDAX20200124_153906_V06,20200124_073906
KDAX20200124_154344_V06,20200124_074344
KDAX20200124_154823_V06,20200124_074823
KDAX20200124_155302_V06,20200124_075302
KDAX20200124_160220_V06,20200124_080220
KDAX20200124_160658_V06,20200124_080658
KDAX20200124_161137_V06,20200124_081137
KDAX20200124_161616_V06,20200124_081616
KDAX20200124_162055_V06,20200124_082055
KDAX20200124_162534_V06,20200124_082534
KDAX20200124_163012_V06,20200124_083012
KDAX20200124_163451_V06,20200124_083451
KDAX20200124_163931_V06,20200124_083931
KDAX20200124_164410_V06,20200124_084410
KDAX20200125_144806_V06,20200125_064806
KDAX20200125_145245_V06,20200125_065245
KDAX20200125_150202_V06,20200125_070202
KDAX20200125_150641_V06,20200125_070641
KDAX20200125_151120_V06,20200125_071120
KDAX20200125_151559_V06,20200125_071559
KDAX20200125_152237_V06,20200125_072237
KDAX20200125_152715_V06,20200125_072715
KDAX20200125_153155_V06,20200125_073155
KDAX20200125_153634_V06,20200125_073634
KDAX20200125_154113_V06,20200125_074113
KDAX20200125_154551_V06,20200125_074551
KDAX20200125_155030_V06,20200125_075030
KDAX20200125_155509_V06,20200125_075509
KDAX20200125_160427_V06,20200125_080427
KDAX20200125_160905_V06,20200125_080905
KDAX20200125_161344_V06,20200125_081344
KDAX20200125_161823_V06,20200125_081823
KDAX20200125_162302_V06,20200125_082302
KDAX20200125_162740_V06,20200125_082740
KDAX20200125_163219_V06,20200125_083219
KDAX20200125_163658_V06,20200125_083658
KDAX20200125_164137_V06,20200125_084137
KDAX20200125_164616_V06,20200125_084616
KDAX20200126_145031_V06,20200126_065031
KDAX20200126_150019_V06,20200126_070019
KDAX20200126_150458_V06,20200126_070458
KDAX20200126_150937_V06,20200126_070937
KDAX20200126_151416_V06,20200126_071416
KDAX20200126_151855_V06,20200126_071855
KDAX20200126_152333_V06,20200126_072333
KDAX20200126_153445_V06,20200126_073445
KDAX20200126_153924_V06,20200126_073924
KDAX20200126_154403_V06,20200126_074403
KDAX20200126_154841_V06,20200126_074841
KDAX20200126_155320_V06,20200126_075320
KDAX20200126_160238_V06,20200126_080238
KDAX20200126_160716_V06,20200126_080716
KDAX20200126_161155_V06,20200126_081155
KDAX20200126_161634_V06,20200126_081634
KDAX20200126_162113_V06,20200126_082113
KDAX20200126_162552_V06,20200126_082552
